Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,Yes,Travel_Rarely,257.0,Sales,11.0,3,Marketing,1,869,2,Male,46,2,1,Manufacturing Director,4,Single,3138,22234,2.0,Y,Yes,16,3,3,80,0,14,3,2,14,3,1,5
37,No,Travel_Rarely,1398.0,Research & Development,27.0,3,Technical Degree,1,870,3,Female,52,3,2,Research Director,1,Single,7580,21645,1.0,Y,Yes,19,3,3,80,2,0,2,3,0,0,0,0
40,No,Travel_Rarely,362.0,Research & Development,11.0,1,Life Sciences,1,871,4,Female,39,3,1,Research Scientist,3,Married,6238,6390,5.0,Y,No,14,4,3,80,1,4,3,3,3,3,2,3
28,Yes,Travel_Frequently,764.0,Research & Development,3.0,3,Life Sciences,1,872,1,Male,81,2,2,Research Scientist,3,Single,5692,10525,1.0,Y,No,11,3,3,80,0,3,5,4,2,2,2,0
44,No,Travel_Rarely,828.0,Sales,2.0,4,Medical,1,873,3,Male,57,3,4,Human Resources,3,Married,15341,14389,1.0,Y,No,11,3,4,80,0,1,1,3,0,0,0,0
38,Yes,Travel_Frequently,1068.0,Sales,7.0,1,Medical,1,874,3,Male,46,3,2,Sales Executive,3,Married,6679,25356,3.0,Y,Yes,14,3,3,80,0,6,3,1,5,1,5,5
20,Yes,Travel_Rarely,1408.0,Sales,1.0,2,Medical,1,875,2,Male,66,3,1,Sales Executive,4,Married,5135,17208,4.0,Y,No,18,3,1,80,1,2,2,2,2,2,1,2
19,No,Travel_Rarely,683.0,Human Resources,13.0,2,Medical,1,876,3,Female,51,1,1,Laboratory Technician,4,Single,3684,22358,1.0,Y,Yes,14,3,3,80,0,1,2,3,1,0,1,1
37,No,Travel_Rarely,945.0,Sales,1.0,3,Marketing,1,877,3,Female,77,3,1,Sales Executive,2,Divorced,3679,21891,1.0,Y,No,19,4,4,80,1,11,3,3,9,9,2,7
35,Yes,Travel_Frequently,1495.0,Research & Development,7.0,4,Life Sciences,1,878,3,Male,67,3,4,Sales Executive,1,Married,17041,24894,5.0,Y,No,22,3,1,80,1,7,3,3,4,1,0,1
36,Yes,Travel_Rarely,253.0,Sales,6.0,3,Medical,1,879,3,Female,95,3,1,Manufacturing Director,1,Married,2163,15000,4.0,Y,Yes,12,3,4,80,0,1,3,3,1,1,1,0
37,No,Non-Travel,772.0,Research & Development,21.0,3,Life Sciences,1,880,1,Male,75,3,1,Manufacturing Director,1,Single,5573,8638,3.0,Y,No,23,3,4,80,0,7,5,3,1,1,1,1
39,No,Travel_Rarely,525.0,Research & Development,7.0,4,Life Sciences,1,881,3,Male,55,2,3,Laboratory Technician,3,Married,14216,12335,0.0,Y,No,11,4,3,80,1,16,4,1,10,2,2,4
46,No,Travel_Frequently,1414.0,Research & Development,3.0,4,Medical,1,882,4,Female,40,3,4,Research Scientist,3,Single,15533,2257,6.0,Y,Yes,22,3,2,80,0,12,2,2,11,3,0,3
27,Yes,Travel_Rarely,961.0,Human Resources,12.0,2,Medical,1,883,3,Male,37,3,2,Laboratory Technician,2,Married,5504,19123,4.0,Y,Yes,15,4,1,80,0,9,3,2,8,2,2,1
26,No,Travel_Frequently,1009.0,Sales,4.0,2,Life Sciences,1,884,3,Male,75,3,1,Manufacturing Director,4,Married,2393,17422,1.0,Y,Yes,14,3,1,80,1,8,3,2,8,0,1,3
27,No,Travel_Frequently,363.0,Research & Development,4.0,3,Technical Degree,1,885,3,Male,32,4,2,Manager,4,Divorced,6547,6206,5.0,Y,Yes,15,3,2,80,0,9,3,2,9,6,0,3
40,No,Travel_Rarely,1425.0,Research & Development,5.0,4,Marketing,1,886,3,Female,56,2,3,Manager,3,Married,11384,14361,1.0,Y,No,12,3,4,80,0,20,2,3,10,3,2,2
48,No,Travel_Frequently,196.0,Research & Development,1.0,3,Medical,1,887,1,Male,31,2,1,Manufacturing Director,3,Married,5106,19928,2.0,Y,No,20,3,4,80,1,18,6,3,9,2,3,0
33,No,Travel_Rarely,793.0,Sales,5.0,3,Other,1,888,3,Male,54,1,2,Sales Representative,2,Single,5610,21493,4.0,Y,Yes,13,3,1,80,1,15,3,2,14,1,4,7
18,Yes,Non-Travel,1079.0,Sales,10.0,4,Medical,1,889,3,Male,91,3,1,Manager,3,Married,3129,21417,1.0,Y,No,13,3,3,80,0,0,4,2,0,0,0,0
22,No,Travel_Rarely,1329.0,Research & Development,3.0,2,Marketing,1,890,1,Male,35,3,1,Sales Executive,3,Married,3239,4522,2.0,Y,No,11,4,3,80,1,4,3,4,2,1,2,2
30,No,Travel_Frequently,483.0,Research & Development,3.0,3,Life Sciences,1,891,2,Male,98,3,1,Research Director,1,Married,4374,11400,3.0,Y,No,12,3,2,80,1,4,4,2,2,2,1,2
32,No,Travel_Rarely,568.0,Research & Development,1.0,1,Life Sciences,1,892,1,Female,98,3,1,Sales Representative,4,Single,8272,16923,2.0,Y,No,12,3,3,80,0,10,2,2,9,0,1,1
33,No,Travel_Rarely,155.0,Research & Development,2.0,4,Life Sciences,1,893,3,Female,90,1,1,Research Scientist,3,Single,3020,4715,1.0,Y,No,12,3,4,80,2,9,0,3,9,0,1,3
37,No,Travel_Rarely,1025.0,Research & Development,1.0,3,Life Sciences,1,894,1,Female,78,3,3,Sales Executive,2,Single,9341,7047,1.0,Y,No,14,3,3,80,1,6,3,2,3,1,2,1
34,Yes,Travel_Rarely,377.0,Research & Development,,2,Medical,1,895,4,Female,42,4,3,Manufacturing Director,3,Divorced,9060,25577,6.0,Y,Yes,11,3,1,80,3,1,3,2,1,1,1,1
46,No,Travel_Rarely,964.0,Research & Development,14.0,1,Life Sciences,1,896,4,Male,36,3,2,Laboratory Technician,3,Married,9043,14910,4.0,Y,No,21,4,3,80,0,19,2,2,14,2,4,1
31,No,Travel_Rarely,220.0,Research & Development,2.0,4,Medical,1,897,4,Male,94,3,2,Healthcare Representative,2,Single,7825,16496,2.0,Y,Yes,14,3,1,80,0,13,3,4,13,3,3,5
29,No,Travel_Rarely,782.0,Sales,6.0,4,Life Sciences,1,898,2,Male,55,3,1,Laboratory Technician,2,Divorced,3086,6036,2.0,Y,Yes,16,3,4,80,1,10,5,3,3,0,3,1
41,No,Travel_Rarely,770.0,Research & Development,1.0,3,Life Sciences,1,899,3,Male,61,3,3,Sales Executive,1,Single,10446,17883,2.0,Y,Yes,18,3,4,80,2,4,5,3,3,2,3,1
23,No,Travel_Rarely,802.0,Research & Development,1.0,2,Other,1,900,4,Female,35,3,2,Research Scientist,3,Married,6475,24815,3.0,Y,No,22,3,1,80,1,5,2,3,4,4,1,2
41,Yes,Travel_Frequently,533.0,Sales,23.0,4,Medical,1,901,3,Female,34,1,1,Sales Representative,2,Married,5232,25999,5.0,Y,Yes,18,3,3,80,1,2,2,3,0,0,0,0
38,No,Travel_Rarely,339.0,Sales,4.0,4,Other,1,902,2,Female,67,2,3,Sales Executive,1,Divorced,15931,6658,4.0,Y,No,14,3,4,80,1,20,5,2,9,3,1,8
36,No,Travel_Rarely,1185.0,Research & Development,9.0,3,Medical,1,903,4,Male,58,3,2,Healthcare Representative,4,Married,8891,7621,3.0,Y,No,11,3,3,80,0,8,6,3,2,2,0,1
51,No,Travel_Frequently,1367.0,Research & Development,13.0,3,Life Sciences,1,904,3,Male,79,4,4,Research Scientist,4,Married,14132,16416,3.0,Y,No,16,3,3,80,1,8,1,3,8,7,3,8
31,No,Travel_Rarely,488.0,Sales,3.0,4,Medical,1,905,4,Male,88,1,3,Laboratory Technician,3,Divorced,9903,24178,5.0,Y,No,19,3,4,80,1,3,1,3,3,3,2,3
56,No,Travel_Rarely,736.0,Research & Development,10.0,4,Medical,1,906,4,Male,33,3,5,Laboratory Technician,4,Single,15081,2233,3.0,Y,No,16,3,2,80,0,10,1,3,9,1,5,3
35,No,Travel_Rarely,254.0,Sales,5.0,3,Life Sciences,1,907,4,Male,97,1,2,Research Scientist,3,Divorced,9220,7702,3.0,Y,Yes,15,3,3,80,0,4,3,2,3,2,2,3
26,No,Travel_Rarely,313.0,Research & Development,1.0,3,Technical Degree,1,908,3,Male,94,3,1,Manufacturing Director,1,Divorced,5922,5990,1.0,Y,No,16,3,1,80,0,5,4,2,4,0,1,1
38,Yes,Travel_Rarely,594.0,Research & Development,3.0,3,Medical,1,909,1,Male,70,3,2,Manufacturing Director,3,Divorced,7061,21758,3.0,Y,Yes,11,4,2,80,0,7,2,3,6,1,5,1
27,Yes,Travel_Frequently,1085.0,Research & Development,10.0,4,Marketing,1,910,3,Female,56,3,1,Sales Executive,2,Single,6884,14529,1.0,Y,Yes,16,3,4,80,0,9,3,2,1,1,0,0
30,No,Travel_Rarely,1042.0,Sales,7.0,3,Medical,1,911,3,Male,41,4,1,Research Scientist,3,Single,4737,19888,1.0,Y,No,18,3,4,80,0,6,2,4,6,6,0,5
41,No,Travel_Rarely,1117.0,Research & Development,1.0,1,Medical,1,912,3,Male,46,3,2,Healthcare Representative,4,Married,9294,3114,2.0,Y,Yes,15,3,3,80,1,5,0,3,1,1,1,0
42,No,Travel_Rarely,226.0,Research & Development,1.0,2,Life Sciences,1,913,3,Female,79,2,2,Healthcare Representative,2,Married,8433,5387,2.0,Y,No,19,3,1,80,1,11,3,2,3,0,0,3
31,No,Travel_Frequently,165.0,Research & Development,5.0,4,Other,1,914,3,Male,39,4,1,Laboratory Technician,2,Married,4381,15612,1.0,Y,No,19,3,4,80,0,8,3,3,8,2,2,3
46,No,Travel_Rarely,486.0,Sales,3.0,4,Life Sciences,1,915,3,Female,97,3,3,Healthcare Representative,1,Divorced,9381,12551,3.0,Y,No,13,3,2,80,1,5,2,3,5,0,3,5
47,No,Travel_Rarely,566.0,Research & Development,1.0,4,Life Sciences,1,916,4,Female,40,3,3,Sales Executive,4,Married,10838,6684,2.0,Y,No,17,3,3,80,0,10,2,3,4,4,1,2
50,Yes,Travel_Rarely,820.0,Sales,3.0,3,Life Sciences,1,917,4,Male,82,3,3,Sales Executive,1,Single,12615,8590,1.0,Y,Yes,15,4,2,80,1,7,2,3,4,1,4,4
42,No,Travel_Rarely,918.0,Sales,2.0,4,Medical,1,918,3,Female,89,4,3,Manufacturing Director,4,Married,10185,20188,1.0,Y,Yes,11,3,3,80,2,9,5,3,5,2,0,0
49,No,Travel_Rarely,364.0,Research & Development,8.0,4,Other,1,919,3,Female,50,3,4,Manufacturing Director,1,Single,15091,2436,3.0,Y,No,14,3,3,80,1,12,5,2,6,1,1,0
20,No,Travel_Frequently,1249.0,Human Resources,6.0,3,Technical Degree,1,920,3,Female,63,3,1,Manager,4,Single,2751,23718,0.0,Y,No,11,3,2,80,1,2,3,3,1,1,1,1
34,No,Travel_Rarely,1145.0,Sales,29.0,2,Medical,1,921,3,Female,70,3,1,Sales Executive,2,Single,6104,6065,3.0,Y,No,15,3,3,80,1,13,6,3,10,6,3,3
29,Yes,Travel_Rarely,535.0,Research & Development,17.0,5,Human Resources,1,922,1,Female,85,3,1,Laboratory Technician,2,Divorced,5263,20985,2.0,Y,Yes,17,3,3,80,0,11,3,3,8,1,0,2
38,No,Travel_Frequently,1004.0,Research & Development,6.0,1,Medical,1,923,4,Male,33,4,3,Manufacturing Director,1,Married,8936,17777,0.0,Y,No,14,3,3,80,0,6,2,4,4,1,4,4
32,Yes,Travel_Frequently,520.0,Research & Development,11.0,3,Life Sciences,1,924,4,Male,45,3,1,Research Scientist,1,Married,4296,3672,1.0,Y,Yes,12,4,3,80,0,11,3,4,0,0,0,0
36,Yes,Travel_Frequently,186.0,Research & Development,4.0,3,Medical,1,925,3,Female,40,2,2,Laboratory Technician,1,Married,9576,21132,7.0,Y,No,16,3,4,80,1,5,5,2,2,1,2,2
54,No,Travel_Rarely,1130.0,Research & Development,24.0,3,Life Sciences,1,926,4,Female,52,3,4,Manufacturing Director,1,Married,12033,14455,6.0,Y,No,24,3,1,80,3,19,3,3,18,9,2,2
35,No,Travel_Frequently,222.0,Sales,3.0,2,Life Sciences,1,927,4,Male,77,2,2,Sales Executive,3,Divorced,5972,9591,3.0,Y,No,11,3,1,80,1,17,6,3,4,0,2,4
41,No,Travel_Rarely,408.0,Sales,13.0,4,Medical,1,928,4,Female,58,4,4,Research Scientist,3,Divorced,14174,4862,4.0,Y,No,16,3,1,80,1,18,3,3,12,2,4,3
35,Yes,Travel_Frequently,525.0,Research & Development,7.0,2,Life Sciences,1,929,4,Male,64,3,2,Sales Executive,2,Married,11739,4968,1.0,Y,Yes,13,3,1,80,1,17,5,4,2,0,1,2
38,No,Travel_Rarely,1353.0,Research & Development,2.0,4,Other,1,930,3,Female,61,3,2,Sales Representative,3,Divorced,6689,12281,1.0,Y,No,13,3,3,80,1,13,4,3,6,5,3,2
37,No,Non-Travel,920.0,Research & Development,4.0,2,Human Resources,1,931,4,Female,30,3,1,Research Scientist,4,Married,5591,9429,1.0,Y,No,15,4,2,80,1,3,4,3,3,1,2,3
41,No,Non-Travel,1206.0,Research & Development,4.0,3,Life Sciences,1,932,4,Male,36,4,4,Sales Executive,4,Married,14768,23002,1.0,Y,Yes,14,3,1,80,2,6,6,2,4,4,0,4
47,No,Travel_Rarely,1370.0,Research & Development,1.0,4,Medical,1,933,3,Male,45,3,4,Sales Executive,3,Divorced,13238,15614,2.0,Y,Yes,17,4,2,80,1,12,2,2,10,3,4,1
52,No,Travel_Rarely,1349.0,Sales,10.0,2,Life Sciences,1,934,1,Male,33,2,3,Sales Executive,2,Married,11390,3119,9.0,Y,No,14,4,3,80,1,11,3,4,7,4,0,2
40,No,Travel_Frequently,953.0,Sales,1.0,2,Life Sciences,1,935,1,Male,87,3,3,Sales Executive,4,Married,10293,23934,4.0,Y,No,11,3,4,80,0,10,2,4,4,4,4,4
42,No,Travel_Rarely,596.0,Research & Development,12.0,4,Life Sciences,1,936,3,Male,99,3,2,Manufacturing Director,4,Single,7255,8361,3.0,Y,No,20,3,3,80,1,24,5,2,24,4,1,3
27,No,Travel_Frequently,665.0,Sales,,1,Life Sciences,1,937,4,Male,63,4,2,Sales Executive,4,Married,4909,17198,1.0,Y,Yes,19,3,4,80,0,8,3,2,5,5,3,0
36,No,Travel_Rarely,333.0,Research & Development,6.0,2,Life Sciences,1,938,3,Male,76,3,3,Research Scientist,3,Married,11056,22679,1.0,Y,No,13,3,2,80,0,14,2,3,3,1,3,1
45,No,Non-Travel,924.0,Sales,21.0,3,Life Sciences,1,939,4,Male,33,3,2,Sales Executive,3,Married,9518,18728,0.0,Y,No,15,3,3,80,1,18,2,2,16,9,7,8
45,No,Travel_Rarely,919.0,Research & Development,3.0,4,Life Sciences,1,940,4,Male,33,3,3,Research Scientist,4,Married,11203,12203,3.0,Y,No,19,3,2,80,2,6,2,3,5,5,2,1
39,No,Non-Travel,1460.0,Research & Development,12.0,3,Life Sciences,1,941,2,Female,72,3,3,Sales Executive,3,Single,13062,2279,5.0,Y,Yes,19,3,4,80,1,21,3,4,2,1,2,2
45,Yes,Travel_Rarely,367.0,Research & Development,1.0,3,Technical Degree,1,942,1,Female,84,3,5,Manufacturing Director,2,Divorced,18544,7955,4.0,Y,Yes,20,4,1,80,0,21,1,3,18,4,3,4
41,No,Travel_Rarely,1159.0,Research & Development,3.0,5,Life Sciences,1,943,4,Female,95,1,2,Manufacturing Director,4,Married,7792,16276,2.0,Y,No,16,3,4,80,0,5,6,3,2,2,0,2
48,No,Travel_Frequently,473.0,Research & Development,1.0,3,Life Sciences,1,944,2,Female,55,1,4,Healthcare Representative,4,Divorced,13169,25739,4.0,Y,No,18,4,4,80,0,2,3,3,2,2,2,2
40,No,Travel_Rarely,211.0,Research & Development,1.0,3,Medical,1,945,4,Female,59,3,2,Research Scientist,1,Single,7024,2987,1.0,Y,No,20,3,3,80,0,10,6,3,2,2,1,2
34,Yes,Travel_Rarely,661.0,Sales,2.0,3,Life Sciences,1,946,4,Male,85,3,1,Sales Representative,1,Married,2053,5972,4.0,Y,No,14,3,3,80,0,4,2,3,0,0,0,0
40,No,Travel_Rarely,1448.0,Sales,3.0,3,Medical,1,947,3,Female,39,3,2,Manufacturing Director,4,Married,7419,11015,2.0,Y,No,17,3,2,80,0,3,2,3,1,0,1,0
18,Yes,Travel_Rarely,748.0,Research & Development,21.0,3,Life Sciences,1,948,3,Male,96,4,1,Sales Executive,2,Divorced,4962,21734,7.0,Y,No,11,3,1,80,0,0,6,3,0,0,0,0
40,No,Travel_Frequently,361.0,Research & Development,2.0,3,Medical,1,949,4,Male,50,2,1,Laboratory Technician,4,Single,7787,25754,7.0,Y,No,11,4,4,80,0,6,3,3,1,1,1,1
18,No,Travel_Rarely,552.0,Sales,8.0,1,Medical,1,950,4,Male,31,3,1,Healthcare Representative,1,Divorced,5650,6529,4.0,Y,No,17,3,4,80,0,0,1,4,0,0,0,0
21,No,Travel_Frequently,1072.0,Research & Development,23.0,3,Medical,1,951,3,Female,85,3,1,Research Scientist,1,Married,3143,16551,5.0,Y,No,17,3,1,80,2,3,5,2,3,3,0,3
41,No,Travel_Rarely,499.0,Research & Development,25.0,2,Medical,1,952,4,Female,97,4,2,Research Scientist,4,Married,5309,26078,4.0,Y,Yes,14,3,1,80,3,14,2,4,1,1,1,1
41,No,Travel_Rarely,425.0,Sales,21.0,3,Medical,1,953,3,Male,63,4,2,Manufacturing Director,4,Married,7528,26962,3.0,Y,Yes,13,3,2,80,1,3,2,3,2,2,2,1
27,No,Travel_Rarely,446.0,Research & Development,23.0,2,Life Sciences,1,954,1,Male,41,3,1,Sales Executive,3,Single,6161,21671,3.0,Y,No,14,3,4,80,0,9,3,3,9,2,9,2
31,No,Travel_Rarely,216.0,Sales,1.0,3,Life Sciences,1,955,3,Male,40,3,1,Research Director,1,Married,4302,21486,2.0,Y,No,16,3,3,80,0,13,3,2,3,0,1,1
49,No,Travel_Rarely,1066.0,Research & Development,18.0,4,Medical,1,956,4,Female,50,3,4,Sales Executive,2,Single,15275,8978,3.0,Y,No,11,3,3,80,1,14,3,3,1,1,1,1
33,No,Travel_Rarely,549.0,Research & Development,4.0,3,Life Sciences,1,957,4,Female,67,4,2,Sales Executive,2,Married,7573,9801,3.0,Y,No,17,3,1,80,1,4,0,3,3,1,1,3
57,No,Travel_Rarely,529.0,Research & Development,6.0,2,Life Sciences,1,958,1,Male,73,3,4,Sales Executive,4,Married,15590,26590,2.0,Y,Yes,15,3,4,80,1,21,2,4,18,0,3,3
37,No,Travel_Frequently,560.0,Research & Development,13.0,2,Medical,1,959,3,Male,78,3,1,Research Scientist,3,Married,1824,17603,3.0,Y,No,16,3,1,80,1,8,2,3,5,5,0,2
41,No,Travel_Frequently,1072.0,Research & Development,3.0,4,Life Sciences,1,960,3,Male,80,2,2,Sales Representative,4,Single,10787,4944,3.0,Y,Yes,15,3,2,80,1,2,2,2,0,0,0,0
52,Yes,Travel_Rarely,1323.0,Sales,16.0,2,Life Sciences,1,961,4,Male,46,3,3,Manager,4,Single,9097,3815,3.0,Y,No,11,3,4,80,3,29,1,3,28,0,2,5
38,No,Travel_Rarely,1139.0,Sales,3.0,4,Medical,1,962,4,Female,41,2,3,Sales Representative,3,Single,12528,23502,,Y,No,11,3,4,80,1,17,3,3,17,6,0,0
28,No,Travel_Frequently,,Sales,13.0,3,Life Sciences,1,963,2,Female,96,3,2,Laboratory Technician,1,Single,7410,5325,1.0,Y,No,20,3,3,80,0,10,5,3,10,4,7,7
36,No,Non-Travel,1099.0,Research & Development,5.0,2,Marketing,1,964,4,Male,39,3,3,Laboratory Technician,4,Married,10891,19513,3.0,Y,No,13,3,4,80,0,2,6,3,0,0,0,0
37,No,Travel_Rarely,419.0,Research & Development,2.0,4,Other,1,965,3,Male,65,2,2,Research Scientist,1,Single,7466,10106,2.0,Y,No,18,3,1,80,1,8,4,2,6,1,1,5
25,No,Travel_Rarely,1379.0,Sales,4.0,3,Other,1,966,4,Male,50,3,1,Sales Executive,4,Divorced,5160,6424,3.0,Y,No,11,3,1,80,0,7,2,2,7,3,1,4
35,No,Travel_Rarely,957.0,Sales,15.0,1,Medical,1,967,4,Male,81,3,1,Sales Representative,3,Single,5523,4937,4.0,Y,No,15,4,1,80,0,3,3,2,0,0,0,0
30,No,Travel_Rarely,1435.0,Research & Development,11.0,4,Life Sciences,1,968,1,Male,52,4,2,Laboratory Technician,2,Single,9805,15701,0.0,Y,No,13,3,2,80,1,12,5,3,12,1,8,8
45,No,Travel_Rarely,476.0,Sales,1.0,2,Medical,1,969,4,Male,37,1,2,Laboratory Technician,3,Divorced,10434,22111,2.0,Y,No,14,3,3,80,1,14,1,2,9,3,3,2
37,No,Travel_Rarely,307.0,Research & Development,2.0,3,Medical,1,970,3,Female,52,2,2,Laboratory Technician,2,Single,8497,2390,6.0,Y,No,14,3,3,80,2,4,2,2,2,2,1,2
34,No,Travel_Rarely,1100.0,Research & Development,3.0,3,Medical,1,971,4,Male,37,3,4,Manager,3,Married,17384,19623,2.0,Y,Yes,20,3,3,80,0,16,2,3,10,6,2,2
36,Yes,Travel_Frequently,549.0,Sales,11.0,3,Life Sciences,1,972,1,Male,41,3,2,Research Scientist,3,Divorced,8067,16367,2.0,Y,No,22,3,4,80,2,0,3,3,0,0,0,0
39,No,Non-Travel,392.0,Research & Development,1.0,4,Life Sciences,1,973,4,Male,63,3,2,Healthcare Representative,2,Divorced,9839,21876,2.0,Y,Yes,16,4,2,80,0,6,6,4,2,2,2,2
43,No,Travel_Frequently,1202.0,Research & Development,1.0,1,Life Sciences,1,974,2,Male,97,3,2,Healthcare Representative,3,Married,8671,16593,2.0,Y,No,14,3,1,80,2,6,3,3,0,0,0,0
28,Yes,Travel_Rarely,846.0,Research & Development,7.0,4,Life Sciences,1,975,1,Female,44,4,1,Manager,3,Single,3711,5232,1.0,Y,No,11,3,2,80,0,10,3,2,3,0,2,0
28,No,Travel_Rarely,1194.0,Human Resources,6.0,3,Life Sciences,1,976,4,Male,85,3,1,Sales Executive,4,Married,5026,12268,4.0,Y,No,11,3,4,80,1,9,3,1,7,1,1,7
47,No,Travel_Rarely,442.0,Research & Development,3.0,4,Technical Degree,1,977,2,Female,66,3,5,Sales Executive,4,Divorced,18405,26676,2.0,Y,No,20,3,3,80,2,17,5,3,12,2,0,0
33,No,Travel_Rarely,201.0,Sales,1.0,4,Life Sciences,1,978,1,Female,98,1,3,Laboratory Technician,3,Divorced,11042,22626,1.0,Y,Yes,11,3,4,80,0,15,2,3,15,1,13,5
24,No,Travel_Rarely,674.0,Research & Development,1.0,4,Medical,1,979,4,Male,66,4,1,Manager,4,Single,5443,10845,1.0,Y,No,13,3,4,80,2,6,3,3,6,6,6,6
41,No,Travel_Rarely,1445.0,Research & Development,5.0,3,Other,1,980,3,Female,37,3,2,Research Director,2,Married,9457,25274,2.0,Y,No,16,3,4,80,1,23,5,4,16,0,7,4
41,No,Travel_Rarely,920.0,Research & Development,8.0,3,Life Sciences,1,981,3,Female,58,3,2,Laboratory Technician,1,Single,7857,2277,1.0,Y,No,11,3,4,80,0,16,6,3,16,6,0,4
23,Yes,Travel_Rarely,,Research & Development,7.0,3,Medical,1,982,4,Male,35,4,2,Sales Executive,1,Single,2601,15387,5.0,Y,No,11,3,3,80,1,5,2,3,5,4,2,3
39,Yes,Travel_Rarely,1279.0,Research & Development,6.0,3,Medical,1,983,3,Male,45,2,2,Sales Executive,4,Married,10920,21368,3.0,Y,Yes,11,4,4,80,0,19,2,1,2,1,2,2
44,No,Travel_Rarely,1358.0,Research & Development,5.0,3,Life Sciences,1,984,1,Female,67,3,1,Manufacturing Director,2,Single,4164,18878,3.0,Y,Yes,13,3,3,80,1,26,5,3,26,1,6,1
40,No,Travel_Rarely,743.0,Research & Development,8.0,4,Medical,1,985,4,Female,93,3,4,Sales Executive,4,Married,12818,6550,2.0,Y,No,16,3,2,80,0,8,5,3,1,0,1,1
43,No,Travel_Frequently,387.0,Research & Development,15.0,1,Marketing,1,986,4,Male,73,4,2,Laboratory Technician,3,Single,5876,5726,5.0,Y,No,19,3,2,80,1,21,2,2,3,1,1,3
24,No,Travel_Rarely,1358.0,Sales,4.0,4,Marketing,1,987,2,Male,55,3,1,Manager,1,Married,4094,20611,5.0,Y,No,13,4,4,80,1,6,1,3,4,4,4,3
40,No,Travel_Rarely,801.0,Sales,4.0,2,Marketing,1,988,3,Male,74,2,3,Research Scientist,3,Single,10087,26951,1.0,Y,Yes,13,3,2,80,0,6,2,3,5,5,2,0
34,No,Non-Travel,549.0,Research & Development,4.0,4,Other,1,989,2,Female,47,2,2,Research Scientist,3,Married,6573,21125,2.0,Y,No,15,3,4,80,0,5,3,2,4,0,4,0
33,No,Travel_Rarely,717.0,Research & Development,,2,Life Sciences,1,990,1,Male,36,2,2,Sales Executive,3,Single,6672,23460,1.0,Y,No,12,3,4,80,1,15,2,3,13,4,1,1
45,No,Travel_Rarely,1195.0,Research & Development,6.0,2,Marketing,1,991,2,Male,81,4,2,Research Scientist,4,Divorced,8853,24767,3.0,Y,No,17,3,2,80,0,8,2,3,4,0,4,1
50,No,Travel_Rarely,605.0,Research & Development,16.0,4,Medical,1,992,4,Female,89,3,3,Manufacturing Director,3,Single,14754,25729,5.0,Y,No,17,3,2,80,1,12,4,2,9,0,0,9
53,No,Travel_Frequently,1263.0,Research & Development,3.0,4,Medical,1,993,2,Female,72,3,4,Research Scientist,2,Married,15777,21768,1.0,Y,Yes,11,3,1,80,3,8,2,3,1,0,1,1
49,No,Travel_Frequently,419.0,Research & Development,3.0,4,Marketing,1,994,2,Female,64,1,5,Sales Executive,4,Single,19520,21471,4.0,Y,No,17,3,3,80,0,31,6,3,28,2,12,0
36,No,Travel_Frequently,545.0,Research & Development,9.0,4,Marketing,1,995,4,Male,62,3,2,Sales Executive,2,Single,7220,21761,4.0,Y,No,15,3,3,80,1,10,2,3,3,0,3,3
40,No,Travel_Rarely,297.0,Research & Development,29.0,2,Technical Degree,1,996,3,Male,55,3,1,Sales Executive,4,Single,4888,10136,4.0,Y,No,16,3,2,80,2,10,2,3,1,1,0,1
44,No,Travel_Rarely,1319.0,Human Resources,4.0,4,Life Sciences,1,997,4,Female,97,3,4,Manufacturing Director,2,Single,15067,15553,1.0,Y,No,19,3,3,80,2,6,6,3,6,3,6,2
38,No,Travel_Rarely,1318.0,Research & Development,10.0,3,Medical,1,998,4,Female,65,3,2,Manufacturing Director,3,Single,6712,7614,3.0,Y,No,11,3,3,80,0,14,2,3,3,3,2,1
38,No,Travel_Rarely,391.0,Research & Development,29.0,3,Life Sciences,1,999,3,Male,91,2,2,Laboratory Technician,3,Married,7133,15315,2.0,Y,Yes,11,3,2,80,1,16,2,1,12,3,0,6
44,No,Travel_Rarely,843.0,Research & Development,19.0,3,Medical,1,1000,3,Female,32,1,2,Laboratory Technician,1,Married,9438,14821,3.0,Y,No,15,4,1,80,0,7,2,2,3,1,1,3
36,No,Travel_Rarely,1207.0,Sales,3.0,1,Marketing,1,1001,1,Male,54,4,1,Sales Executive,3,Single,6662,3799,2.0,Y,No,11,3,2,80,1,2,3,3,1,1,1,1
30,No,Travel_Rarely,941.0,Research & Development,10.0,3,Marketing,1,1002,2,Male,45,3,1,Laboratory Technician,2,Married,4821,4151,3.0,Y,No,14,3,4,80,0,12,3,2,12,1,1,6
